utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,15,0.0,85026,503880918237767,17,41.94496536254883,-308.6086003543087,0.15,25,-21079.39369987408,0.0012274282053112984,1.57542003E9,,,,0,,6,,37.844966888427734,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,27,0.0,85026,503880913407352,18,41.618125915527344,-337.8621181071412,0.15,25,-22706.59426962776,0.0012744949199259281,1.57542003E9,,,,0,,6,,37.51812744140625,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,30,0.0,85026,503880921563716,24,35.60660171508789,73.1694531522183,0.5328355395867206,25,5278.829280395755,0.002415659371763468,1.57542003E9,,,,0,,6,,31.506601333618164,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,2,0.0,84003,503880914983212,9,33.02385330200195,488.9691430378907,0.6461762162149434,25,34007.72981155988,0.004059005994349718,1.17645005E9,,,,0,,6,,29.023853302001953,-2.7614412829279895,2.7107636472733994,-2.7614412829279895,1.5000000237487257,Q,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,15,0.0,84003,503880918238294,7,36.61989974975586,-308.57669917500334,0.15,25,-20852.703717840304,0.0028457287698984146,1.17645005E9,,,,0,,6,,32.61989974975586,-9.780214168131348,2.7107636472733994,-9.780214168131348,1.5000000237487257,Q,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,27,0.0,84003,503880913407870,7,34.70060348510742,-337.9356339658609,0.5704912620932965,25,-23072.943968271386,0.0033464336302131414,1.17645005E9,,,,0,,6,,30.700603485107422,-6.6402368247508985,2.7107636472733994,-6.6402368247508985,1.5000000237487257,Q,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,30,0.0,84003,503880921564246,8,34.238014221191406,73.11243320245563,0.5927604862295688,25,5433.402565860788,0.0035294867120683193,1.17645005E9,,,,0,,6,,30.23801612854004,-6.27082772552967,2.7107636472733994,-6.27082772552967,1.5000000237487257,Q,8205975110542
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,2,0.0,16431,503881930283773,33,31.779905319213867,-35.028170135944734,0.7057666621858636,25,-2364.263530727855,0.0035382958594709635,1.57542003E9,,,,0,,1,,27.67990493774414,0.0,1.0,0.0,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,6,0.0,16431,503881929044730,15,40.89394760131836,444.81334383011153,0.15,25,31141.523449209853,0.0013142206007614732,1.57542003E9,,,,0,,1,,36.793949127197266,0.320142130558394,1.0,0.320142130558394,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,12,0.0,16431,503881930833393,13,42.54969024658203,-183.17638411781184,0.15,25,-12654.936706042681,0.0010861281771212816,1.57542003E9,,,,0,,1,,38.44969177246094,-0.6984919076624261,1.0,-0.6984919076624261,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,17,0.0,16431,503881917390312,38,30.012834548950195,590.9246304486605,0.7865082013902951,16,41733.355693045356,3.4028234663852886E38,1.57542003E9,,,,0,,1,,25.91283416748047,-0.7858034271858065,1.0,-0.7858034271858065,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,19,0.0,16431,503881924047155,14,41.65945816040039,612.689278194649,0.15,25,43232.06294079388,0.0012033522361889482,1.57542003E9,,,,0,,1,,37.5594596862793,0.0,1.0,0.0,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,20,0.0,16431,503881920128615,30,32.89314651489258,-475.68260859932093,0.6574762813020003,25,-32972.964612631455,0.003112662583589554,1.57542003E9,,,,0,,1,,28.793148040771484,0.0,1.0,0.0,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,24,0.0,16431,503881927287961,13,45.802406311035156,501.2594813547553,0.15,25,35253.81214655222,7.872704300098121E-4,1.57542003E9,,,,0,,1,,41.70240783691406,-0.20372681261465636,1.0,-0.20372681261465636,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,25,0.0,16431,503881922002620,18,39.03450393676758,-501.4521153990222,0.15,25,-34822.70487022337,0.0016279475530609488,1.57542003E9,,,,0,,1,,34.934505462646484,-2.0372682255564105,1.0,-2.0372682255564105,1.0,C,8206959579048
1651867063999,70236000000,,,-1335902211763639842,0.0,5.3939957954682365,338.0,1.0,7,6,0.0,81921,503881929045256,9,36.24576187133789,444.8292603373077,0.15,25,32608.762633531387,0.0029709849040955305,1.17645005E9,,,,0,,1,,32.24576187133789,1.9208527336454408,2.1966952413841723,1.9208527336454408,1.0,Q,8206959579048
